gene,SYMBOL,GENENAME
AT2G43100,ATLEUD1|IPMI|IPMI2,
AT2G43110,,
AT2G43120,PRN2,
AT2G43130,ARA-4|ARA4|ATRAB11F|ATRABA5C|RABA5C,"encodes a protein belonging to the Rab/Ypt family of small GTPases, which are implicated in intracellular vesicular traffic."
AT2G43140,bHLH129,
AT2G43150,EXT21,
AT2G43160,EPS2,
AT2G43180,,
AT2G43190,POP4,
AT2G43200,,
AT2G43210,,
AT2G43230,CARK6,
AT2G43235,,
AT2G43240,,
AT2G43250,,
AT2G43255,,
AT2G43260,,
AT2G43261,,
AT2G43280,FRF4,
AT2G43290,AtCML5|MSS3,Encodes calmodulin-like MSS3.
AT2G43310,uL18-L6,
AT2G43320,,
AT2G43330,ATINT1|INT1,"Encodes a tonoplast-localized myo-inositol exporter, involved in efflux of myo-inositol from the vacuole to the cytosol. The gene is ubiquitously expressed. Reduced root growth in knock-out mutants grown on low inositol agar medium."
AT2G43340,,
AT2G43350,ATGPX3|GPX3|GPXL3,Glutathione peroxidase. Functions as both a redox transducer and a scavenger in abscisic acid and drought stress responses. Interacts with ABI2 and ABI1.
AT2G43360,BIO2|BIOB|EMB49,Catalyzes the conversion of dethiobiotin to biotin.
AT2G43370,,
AT2G43375,,
AT2G43390,,
AT2G43400,ETFQO,Encodes a unique electron-transfer flavoprotein:ubiquinone oxidoreductase that is localized to the mitochondrion. Mutants are more sensitive to sugar starvation when plants are kept in the dark for long periods.
AT2G43410,FPA,FPA  is a gene that regulates flowering time in Arabidopsis via a pathway that is independent of daylength (the autonomous  pathway). Mutations in  FPA  result in extremely delayed flowering. Double mutants with FCA have reduced fertility and single/double mutants have defects in siRNA mediated chromatin silencing.
AT2G43420,RTN20,
AT2G43430,GLX2-1|GLY1|GLYII4,"Encodes a predicted mitochondrial glyoxalase GLX2-1.  Studies using recombinant protein show that GLX2-1 contains a dinuclear metal binding site, but does not have glyoxalase 2 activity."
AT2G43440,,
AT2G43445,,
AT2G43460,eL38z,
AT2G43465,,
AT2G43470,,
AT2G43490,,
AT2G43500,NLP8,
AT2G43510,ATTI1|TI1,Member of the defensin-like (DEFL) family. Encodes putative trypsin inhibitor protein which may function in defense against herbivory.
AT2G43520,ATTI2|TI2,Encodes putative trypsin inhibitor protein which may function in defense against herbivory.  Member of the defensin-like (DEFL) family.
AT2G43530,,Encodes a defensin-like (DEFL) family protein.
AT2G43535,,Encodes a defensin-like (DEFL) family protein.
AT2G43540,,
AT2G43550,,Encodes a defensin-like (DEFL) family protein.
AT2G43560,,
AT2G43570,CHI,
AT2G43580,,
AT2G43590,,
AT2G43600,,
AT2G43610,,
AT2G43620,,
AT2G43630,,
AT2G43640,,
AT2G43650,EMB2777|EMB2796|THAL,
AT2G43660,,
AT2G43670,,
AT2G43680,IQD14,
AT2G43690,LecRK-V.3,
AT2G43700,LecRK-V.4,
AT2G43710,AtSSI2|FAB2|LDW1|SSI2,"Encodes a stearoyl-ACP desaturase, involved in fatty acid desaturation. The ssi2 mutants have increased 18:0 and reduced 18:1 fatty acids. Exogenous application of glycerol to wild type plants mimics the ssi2 mutant phenotype. The altered 18:1 fatty acid content in the ssi2 mutants has an impact on SA- and JA-mediated defense signaling. ssi2 mutants resulted in hyper-resistance to green peach aphid and antibiosis activity in petiole exudates."
AT2G43720,,
AT2G43730,,
AT2G43745,,
AT2G43750,ACS1|ATCS-B|CPACS1|OASB,"Arabidopsis thaliana O-acetylserine (thiol) lyase (OAS-TL) isoform oasB, the key enzyme for fixation of inorganic sulfide. It catalyzes the formation of cysteine from O-acetylserine and inorganic sulfide."
AT2G43760,CNX6,
AT2G43770,,
AT2G43780,,
AT2G43790,ATMAPK6|ATMPK6|MAPK6|MPK6,"Encodes a MAP kinase induced by pathogens, ethylene biosynthesis, oxidative stress and osmotic stress.Also involved in ovule development. Homozygous mutants in a MPK3 heterozygous background are female sterile due to defects in integument development.MPK6 appears to be associated with the microsomal compartment and may be involved in mediating secretory processes."
AT2G43800,FH2,
AT2G43810,LSM6B,
AT2G43820,ATSAGT1|GT|SAGT1|SGT1|UGT74F2,"Induced by Salicylic acid, virus, fungus and bacteria.Involved in the tryptophan synthesis pathway. Independent of NPR1 for their induction by salicylic acid. UGT74F1 transfers UDP:glucose to salicylic acid (forming a glucoside (SAG) and a glucose ester (SGE)), benzoic acid, and athranilate in vitro. UGT74F2 shows a weak ability to catalyze the formation of the p-aminobenzoate-glucose ester in vitro. But, UGT75B1 appears to be the dominant pABA acylglucosyltransferase in vivo based on assays in leaves, flowers, and siliques. The true biological substrate(s) of UGT74F2 are not known, but mutant plants lacking UGT74F2 have a decreased level of SAG and SGE."
AT2G43840,UGT74F1,"UGT74F1 transfers UDP:glucose to salicylic acid (forming a glucoside), benzoic acid, quercetin, and athranilate in vitro. UGT74F1 shows a weak ability to catalyze the formation of the p-aminobenzoate-glucose ester in vitro. But, UGT75B1 appears to be the dominant pABA acylglucosyltransferase in vivo based on assays in leaves, flowers, and siliques. The true biological substrate(s) of UGT74F1 are not known, but mutant plants lacking UGT74F1 have a decreased level of salicylate glucoside."
AT2G43850,ILK1,
AT2G43870,,
AT2G43880,,
AT2G43890,,
AT2G43900,5PTase12,
AT2G43910,ATHOL1|HOL1,
AT2G43920,ATHOL2|HOL2,
AT2G43930,,
AT2G43940,ATHOL3|HOL3,
AT2G43945,,
AT2G43950,ATOEP37|OEP37,Constitutes a peptide sensitive ion  channel in chloroplast outer membranes. Accumulates in germinating  seeds and developing embryos.
AT2G43970,AtLARP6b|LARP6b,
AT2G43980,AtITPK4|ITPK4,
AT2G43990,PKN1,
AT2G44000,,
AT2G44010,,
AT2G44020,,
AT2G44040,,
AT2G44050,COS1,"6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase [Arabidopsis thaliana]. Acts in the jasmonic acid signaling pathway."
AT2G44060,LEA26,
AT2G44065,uL2my,
AT2G44080,ARL,"Encodes ARL, a gene similar to ARGOS involved in cell expansion-dependent organ growth. Upregulated by brassinosteroid. Acts downstream of BRI1."
AT2G44090,,
AT2G44100,AT-GDI1|ATGDI1|GDI1,GDP dissociation inhibitor involved in vesicular membrane traffic
AT2G44120,uL30x,
AT2G44130,KFB39|KMD3,
AT2G44140,ATG4A,
AT2G44150,ASHH3|SDG7,
AT2G44160,MTHFR2,"methylenetetrahydrofolate reductase MTHFR2 mRNA, complete"
AT2G44180,MAP2A,Encodes a MAP2 like methionine aminopeptidase. In MAP1A mutant background plants show an increased sensitivity to fumagillin resulting in defects in development. Phenotype is similar to RNAi lines which knock out all MAP2/MAP1 loci.
AT2G44190,EDE1|EMB3116|QWRF5,Encodes a novel microtubule binding protein that preferentially associates with nuclear microtubules during mitosis and is essential during the mitotic and cytokinetic stages that generate the endosperm and embryo.
AT2G44195,,
AT2G44200,,
AT2G44210,,
AT2G44230,,
AT2G44240,,
AT2G44250,,
AT2G44255,,
AT2G44260,,
AT2G44270,ROL5,"Encodes ROL5, a repressor of lrx1 mutants that develop aberrant root hairs.  ROL5 is a homolog of yeast Ncs6p that affects TOR signaling.  The target of rapamycin (TOR) pathway is a major regulator of cell growth in eukaryotes, and inhibition of this pathway by rapamycin reduces cell growth. ROL5 might function as a mitochondrial component of the TOR pathway that influences the plant's response to ROS (reactive oxygen species)."
AT2G44280,,
AT2G44290,LTPG13,
AT2G44300,LTPG14,
AT2G44310,,
AT2G44340,VQ18,
AT2G44350,ATCS|CSY4,"encodes a mitochrondrion targeted citrate synthase, the first enzyme of the tricarboxylic acid cycle, catalyzing the condensation of acetyl-CoA and oxaloacetate, finally yielding citrate and CoA."
AT2G44360,,
AT2G44370,,
AT2G44380,,
AT2G44400,,
AT2G44410,STUbL6,
AT2G44420,NTAN1,
AT2G44430,,
AT2G44440,AtEML4|EML4,
AT2G44450,BGLU15,
AT2G44460,BGLU28,
AT2G44470,BGLU29,
AT2G44480,BGLU17,
AT2G44490,BGLU26|PEN2,Encodes a glycosyl hydrolase that localizes to peroxisomes and acts as a component of an inducible preinvasion resistance mechanism. Required for mlo resistance.
AT2G44500,,
AT2G44510,,
AT2G44520,COX10,
AT2G44525,,
AT2G44530,AtPRS5|PRS5,
AT2G44540,AtGH9B9|GH9B9,
AT2G44570,AtGH9B12|GH9B12,
AT2G44578,ATL89,
AT2G44580,,
AT2G44590,ADL1D|DL1D,
AT2G44600,,
AT2G44610,ATRAB6A|ATRABH1B|RAB6|RAB6A,Encodes a GTP-binding protein with similarity to yeast YPT6 . RAB6 can complement the yeast YTP mutant.
AT2G44620,mtACP-1|mtACP1,"Encodes a member of the mitochondrial acyl carrier protein (ACP) family.  As part of the mitochondrial matrix, it is likely to be involved in fatty acid or lipoic acid biogenesis. Its acylated form is predominantly present in the mitochondrial membrane while the non-acylated form is soluble."
AT2G44630,,
AT2G44640,,
AT2G44650,CHL-CPN10|CPN10,Encodes a chloroplast-localized chaperonin 10 whose mRNA is expressed in leaves and stems but not roots.
AT2G44660,,
AT2G44670,,
AT2G44680,CKB4,"Encodes casein kinase II beta chain, a CK2 regulatory subunit. Nuclear-localized CKB4 protein exists in vivo as different isoforms, resulting from phosphorylation on serine residues. The phosphorylated isoforms are the preferred substrate for ubiquitination and degradation by the proteasome pathway. Involved in regulation of circadian clock."
AT2G44690,ARAC9|ATROP8|ROP8,A member of ROP GTPase gene family.
AT2G44700,,
AT2G44710,HRLP,
AT2G44730,,
AT2G44740,CYCP4;1,
AT2G44745,AtWRKY12|WRKY12,
AT2G44750,TPK2,Encodes a thiamine pyrophosphokinase capable of producing thiamine pyrophosphate from free thiamine.
AT2G44760,,
AT2G44770,ELMOD_B|MCR,
AT2G44790,UCC2,"Encodes a uclacyanin, a protein precursor that is closely related to precursors of stellacyanins and a blue copper protein from pea pods."
AT2G44798,,
AT2G44800,,
AT2G44820,,
AT2G44830,AGC1-3|PAX,
AT2G44840,ATERF13|EREBP|ERF13,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5."
AT2G44850,,
AT2G44860,eL24x|RPL24C,
AT2G44870,,
AT2G44880,AHG11,
AT2G44890,CYP704A1,member of CYP704A
AT2G44900,ARABIDILLO-1|ARABIDILLO1|FBX5,"ARABIDILLO-1 and its homolog, ARABIDILLO -2, are unique among Arabidopsis Arm-repeat proteins in having an F-box motif and fall into a phylogenetically distinct subgroup from other plant Arm-repeat proteins Similar to arm repeat protein in rice and armadillo/beta-catenin repeat family protein / F-box family protein in Dictyostelium. ARABIDILLO-1 promote lateral root development. Mutant plants form fewer lateral roots, while ARABIDILLO-1-overexpressing lines produce more lateral roots than wild-type seedlings."
AT2G44910,ATHB-4|ATHB4|HB4,Encodes a homeodomain protein whose expression  displays a dependence on phyB for both red and far-red light response.  Also involved in the shade avoidance syndrome.
AT2G44920,,
AT2G44930,,
AT2G44940,ERF34,encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY.
AT2G44950,HUB1|RDO4,The gene encodes one of two orthologous E3 ubiquitin ligases in Arabidopsis that are involved in monoubiquitination of histone H2B.
AT2G44970,,
AT2G44980,ASG3|CHR10,
AT2G44990,ATCCD7|CCD7|MAX3,More Axillary Branching; carotenoid cleavage dioxygenases.
AT2G44995,,
AT2G45000,AtNUP62|EMB2766|NUP62,
AT2G45010,,
AT2G45023,,
AT2G45030,,
AT2G45040,,
AT2G45050,GATA2,Encodes a member of the GATA factor family of zinc finger transcription factors.
AT2G45060,,
AT2G45070,SEC61,Sec61 Beta Subunit
AT2G45080,cycp3;1,
AT2G45100,BRF1,
AT2G45120,ZAT4,
AT2G45130,ATSPX3|SPX3,
AT2G45135,,
AT2G45140,PVA12,Encodes a Plant VAMP-Associated protein that localizes to the ER and binds to the sitosterol-binding protein ORP3a. The WFDE motif in ORP3a appears to be important for this direct interaction. Mutation of this motif causes ORP3a to relocalize to the Golgi and cytosol. The interaction between PVA12 and ORP3a does not appear to be sterol-dependent.
AT2G45150,CDS4,
AT2G45160,ATHAM1|HAM1|LOM1|SCL27,
AT2G45170,ATATG8E|ATG8E,Involved in autophagy. Under nutrient starvation the protein localizes to autophagosomes.
AT2G45180,DRN1,
AT2G45190,AFO|FIL|YAB1,Encodes a member of the YABBY family of transcriptional regulators that is involved in abaxial cell type specification in leaves and fruits. YAB1 acts in a non-cell autonomous fashion within the meristem to affect phyllotactic patterning. The non-autonomous effect on the central region of the meristem is mediated through the activity if Lateral Suppressor (LAS).
AT2G45200,ATGOS12|GOS12,Encodes a member of the GOS1 (Golgi SNARE) gene family.
AT2G45210,SAG201|SAUR36,
AT2G45220,AtPME17|PME17,
AT2G45240,MAP1A,Encodes a cytoplasmic MAP1 like methionine aminopeptidase which is involved in removing the N-terminal methionine from proteins. Induced mutants using RNAi technology which knocks out both MAP1 and MAP2 like genes show abnormal development.
AT2G45243,,
AT2G45245,,
AT2G45250,LIN52A,
AT2G45260,CHIQ1|COST1,
AT2G45270,GCP1,Mitochondrial protein essential for embryo development.
AT2G45280,ATRAD51C|RAD51C,"Encodes a protein similar to RAD51C involved in double stranded break repair via homologous recombination. Sensitive to DSB induced by Mitomycin C and gamma irradiation, interacts with Atxrcc3 in yeast two-hybrid assay.  Required for female meiosis but not critical for mitosis under normal conditions."
AT2G45290,TKL2,
AT2G45300,,encodes 3-phosphoshikimate 1-carboxyvinyltransferase / 5-enolpyruvylshikimate-3-phosphate / EPSP synthase involved in chorismate biosynthesis
AT2G45310,GAE4,UDP-D-glucuronate 4-epimerase
AT2G45315,,
AT2G45320,,
AT2G45330,emb1067|TRPT,
AT2G45340,,
AT2G45350,CRR4,Encodes a member of a PCMP (plant combinatorial and modular protein) family (PCMP-E subfamily) with 11 pentatricopeptide (PPR) repeats.  The protein is involved in RNA editing of the initiation codon of ndhD in the chloroplast.
AT2G45360,,
AT2G45380,,
AT2G45400,BEN1,involved in the regulation of brassinosteroid metabolic pathway
AT2G45410,LBD19,
AT2G45420,LBD18,
AT2G45430,AHL22,"Encodes a nuclear localized AT hook domain containing protein that can bind AT rich DNA in vitro.  Overexpression of the gene results in delayed flowering. Is likely to act redundantly with AHL18, AHL27 and AHL29 in the regulation of flowering.  It is also involved in both photo- and skotomorphogenesis."
AT2G45440,DHDPS2,Encodes a protein that likely has dihydropicolinate synthase activity based on its mutant phenotype of decreased lysine levels and increased aspartate levels. The mutant also has increased levels of threonine. The enzyme is predicted to localize to the chloroplast.
AT2G45450,ZPR1,"ZPR1, a small leucine zipper-containing protein that interacts with REV HD-ZIPIII and is involved in the establishment of leaf polarity."
AT2G45460,,
AT2G45470,AGP8|FLA8,
AT2G45480,AtGRF9|GRF9,"Growth regulating factor encoding transcription activator. One of the nine members of a GRF gene family, containing nuclear targeting domain. Involved in leaf development."
AT2G45490,AtAUR3|AUR3,"Encodes a member of a family of Ser/Thr kinases whose activities peak during cell division.  Transcripts are abundant in tissues rich in dividing cells like roots and flowers but are low or absent in fully expanded leaves and stems.  In interphase cells, the protein is predominantly nuclear.  During mitosis, the protein associates with plant-specific cytoskeletal structures (preprophase band, phragmoplast, nascent cell plate) that are necessary for cytokinesis as well as with the microtubule spindle. The protein is concentrated in nuclear dots arranged around the nucleolus and the nuclear periphery in early prophase cells."
